14;Ascoli;23;30;4;15;11;19;34
7;Bologna;32;30;9;14;7;32;32
16;Cagliari;19;30;5;9;16;25;52
6;Cesena;32;30;9;14;7;39;35
15;Como;21;30;5;11;14;28;36
9;Fiorentina;27;30;9;9;12;39;39
4;Inter;37;30;14;9;7;36;28
2;Juventus;43;30;18;7;5;46;26
13;Lazio;23;30;6;11;13;35;40
3;Milan;38;30;15;8;7;42;28
5;Napoli;36;30;13;10;7;40;27
8;Perugia;31;30;10;11;9;31;34
10;Roma;25;30;6;13;11;25;31
12;Sampdoria;24;30;8;8;14;21;32
1;Torino;45;30;18;9;3;49;22
11;Verona;24;30;8;8;14;35;46
